states,words,logit_seq,reset_bool,ind_seq
[[-0.6857061  0.8200837]],1,[[ 5.7731576 -5.366175 ]],0,0
[[-0.84519064  0.72492427]],0,[[ 5.9722095 -5.893517 ]],0,0
[[-0.89739966  0.663281  ]],0,[[ 5.9009104 -5.974795 ]],0,0
[[-0.9136091  0.6131156]],0,[[ 5.7399173 -5.9070735]],0,0
[[-0.9641725  0.6555049]],1,[[ 6.127752  -6.2916484]],0,0
[[-0.92040014  0.58488375]],0,[[ 5.64018   -5.8570857]],0,0
[[-0.97094965  0.62715226]],1,[[ 6.0274196 -6.2412276]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0
[[0.84114134 0.28440335]],1,[[-2.6069896  4.016699 ]],0,0
[[0.602947 0.536502]],1,[[-0.54542094  2.0480185 ]],0,0
[[-0.18322375  0.7379693 ]],1,[[ 3.436743  -2.5604434]],0,0
[[-0.70047027  0.8054984 ]],1,[[ 5.765735  -5.3976893]],0,0
[[-0.84833854  0.70992774]],0,[[ 5.9174294 -5.864623 ]],0,0
[[-0.9218278  0.7438954]],1,[[ 6.3574066 -6.340755 ]],0,0
[[-0.93941164  0.7588436 ]],1,[[ 6.4932055 -6.475114 ]],0,0
[[-0.9480529  0.7731072]],1,[[ 6.5909   -6.561867]],0,0
[[-0.952573    0.78700435]],1,[[ 6.6708064 -6.626529 ]],0,0
[[-0.95494163  0.80053097]],1,[[ 6.7406235 -6.6791205]],0,0
[[-0.956096   0.8136555]],1,[[ 6.8038836 -6.7243223]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[0.32383516 0.5073382 ]],1,[[0.41773146 0.71355623]],0,0
[[-0.25741166  0.029427  ]],0,[[ 0.5564675 -0.8155852]],0,0
[[-0.09491992 -0.03270456]],0,[[-0.3582998   0.19831678]],0,0
[[ 0.13028532 -0.09706766]],0,[[-1.5287902  1.5383761]],0,0
[[ 0.3870852 -0.1742646]],0,[[-2.8805168  3.0778332]],0,0
[[ 0.5959006 -0.2566429]],0,[[-4.0674095  4.3883734]],0,0
[[ 0.71415657 -0.3151665 ]],0,[[-4.792697   5.1661224]],0,0
[[ 0.7673751 -0.3414144]],0,[[-5.1186967  5.515864 ]],0,0
[[ 0.791403  -0.3517646]],0,[[-5.259168  5.669275]],0,0
[[ 0.8029391  -0.35621214]],0,[[-5.3242755  5.741366 ]],0,0
[[ 0.80870634 -0.35824782]],0,[[-5.355984  5.776844]],0,0
[[ 0.9561916  -0.19867902]],1,[[-5.2197638  6.0500894]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0
[[ 0.80341053 -0.16501927]],1,[[-4.470468   5.1709566]],0,0
[[ 0.7773898  -0.37159452]],0,[[-5.2930045  5.6572995]],0,0
[[ 0.91835034 -0.20187367]],1,[[-5.085784  5.866892]],0,0
[[0.9360473 0.0123979]],1,[[-4.1961875  5.3150887]],0,0
[[ 0.8552476  -0.43193617]],0,[[-5.868132  6.234701]],0,0
[[ 0.9394422 -0.2120207]],1,[[-5.2138414  6.0047374]],0,0
[[0.95074296 0.0085374 ]],1,[[-4.271048  5.401516]],0,0
[[0.9393567 0.2577368]],1,[[-3.1111782  4.596915 ]],0,0
[[0.79760724 0.5272035 ]],1,[[-1.3497908  3.0675044]],0,0
[[0.01757632 0.7495056 ]],1,[[ 2.7015576 -1.5721009]],0,0
[[-0.64672637  0.8379717 ]],1,[[ 5.7004747 -5.221199 ]],0,0
[[-0.8433758   0.85513216]],1,[[ 6.547824  -6.2743726]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[ 0.32117394 -0.24058706]],0,[[-2.9190662  2.9407725]],0,0
[[ 0.547307  -0.2411823]],0,[[-3.8078089  4.0945106]],0,0
[[ 0.82510406 -0.15699235]],1,[[-4.5195484  5.257418 ]],0,0
[[0.886495   0.02926981]],1,[[-3.9265144  5.0121136]],0,0
[[0.87826335 0.2615914 ]],1,[[-2.8545396  4.274148 ]],0,0
[[0.6877434 0.5198901]],1,[[-0.95203096  2.5297527 ]],0,0
[[-0.08281101  0.7339153 ]],1,[[ 3.0251431 -2.0367806]],0,0
[[-0.6700985   0.81380045]],1,[[ 5.6838813 -5.2678437]],0,0
[[-0.8495289   0.83207315]],1,[[ 6.468737 -6.236633]],0,0
[[-0.89537346  0.7601313 ]],0,[[ 6.3264093 -6.2546353]],0,0
[[-0.9448703  0.797546 ]],1,[[ 6.687802 -6.618873]],0,0
[[-0.9242686  0.7322055]],0,[[ 6.3146544 -6.318166 ]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0
[[ 0.76820636 -0.11286397]],1,[[-4.099111  4.835365]],0,0
[[0.85486156 0.05974804]],1,[[-3.6661613  4.759656 ]],0,0
[[ 0.78930223 -0.40151694]],0,[[-5.4735956  5.80763  ]],0,0
[[ 0.7622189  -0.33187693]],0,[[-5.055809   5.4610233]],0,0
[[ 0.798113   -0.35482913]],0,[[-5.2991753  5.7126374]],0,0
[[ 0.946239   -0.19777013]],1,[[-5.1766977  5.9966664]],0,0
[[0.9529516  0.02724034]],1,[[-4.196     5.356734]],0,0
[[ 0.86971503 -0.4379296 ]],0,[[-5.951644  6.326357]],0,0
[[ 0.9456286  -0.21083495]],1,[[-5.2327757  6.032699 ]],0,0
[[0.95540017 0.01196506]],1,[[-4.273957   5.4149714]],0,0
[[ 0.87117827 -0.43865183]],0,[[-5.9606094  6.335974 ]],0,0
[[ 0.791667   -0.34170374]],0,[[-5.2151766  5.640477 ]],0,0
[[ 0.8144991 -0.3607162]],0,[[-5.389729   5.8137484]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.6242228  -0.26870605]],0,[[-4.232374  4.568792]],0,0
[[ 0.85575527 -0.15944634]],1,[[-4.650635  5.420912]],0,0
[[0.9005834  0.03668841]],1,[[-3.9485176  5.061656 ]],0,0
[[ 0.8272445  -0.41926777]],0,[[-5.7017093  6.0540953]],0,0
[[ 0.92528945 -0.21024099]],1,[[-5.1504207  5.927309 ]],0,0
[[ 0.8313039 -0.4052955]],0,[[-5.6550846  6.032913 ]],0,0
[[ 0.94727427 -0.21418951]],1,[[-5.254237   6.0511327]],0,0
[[0.95552844 0.00970099]],1,[[-4.284592   5.4224076]],0,0
[[ 0.87120295 -0.438657  ]],0,[[-5.960729   6.3361154]],0,0
[[ 0.7918191 -0.3417696]],0,[[-5.2160673  5.6414495]],0,0
[[ 0.81457317 -0.36074242]],0,[[-5.3901367  5.814204 ]],0,0
[[ 0.95866954 -0.19802941]],1,[[-5.226566   6.0607667]],0,0
[[ 0.8497817  -0.41750494]],0,[[-5.78213    6.1636214]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[ 0.6567246  -0.29956844]],0,[[-4.497849  4.826824]],0,0
[[ 0.86175525 -0.16706671]],1,[[-4.7082486  5.474307 ]],0,0
[[0.9045516 0.0301406]],1,[[-3.9933705  5.101488 ]],0,0
[[ 0.83077264 -0.42077032]],0,[[-5.722258  6.076569]],0,0
[[ 0.9272015  -0.21061888]],1,[[-5.159604   5.9381814]],0,0
[[ 0.8322147 -0.4058382]],0,[[-5.6610827  6.039179 ]],0,0
[[ 0.94781834 -0.21432851]],1,[[-5.256991  6.054321]],0,0
[[ 0.84184796 -0.41145635]],0,[[-5.723973  6.105084]],0,0
[[ 0.9540153  -0.21562177]],1,[[-5.2870607  6.089763 ]],0,0
[[0.96138257 0.01062059]],1,[[-4.3034153  5.4494743]],0,0
[[0.9531815  0.26344123]],1,[[-3.13982    4.6502504]],0,0
[[0.8269105 0.5352788]],1,[[-1.4284728  3.192586 ]],0,0
[[0.03949684 0.75749004]],1,[[ 2.6513977 -1.4843559]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[ 0.53141654 -0.2775536 ]],0,[[-3.9083178  4.1225305]],0,0
[[ 0.6635527  -0.28834918]],0,[[-4.474394  4.827995]],0,0
[[ 0.8789005  -0.17450236]],1,[[-4.8087077  5.583925 ]],0,0
[[0.91291165 0.02835846]],1,[[-4.034104   5.1494145]],0,0
[[0.89880943 0.2686736 ]],1,[[-2.903352  4.357595]],0,0
[[0.7087001  0.53101987]],1,[[-0.9843381  2.6031647]],0,0
[[-0.08568279  0.74494225]],1,[[ 3.0857453 -2.0844464]],0,0
[[-0.6746083   0.82270414]],1,[[ 5.7413993 -5.317492 ]],0,0
[[-0.8511346   0.84004307]],1,[[ 6.510697  -6.2686906]],0,0
[[-0.8963921  0.7695952]],0,[[ 6.372755 -6.288178]],0,0
[[-0.9450955   0.80680805]],1,[[ 6.7301345 -6.6477695]],0,0
[[-0.9249742  0.742485 ]],0,[[ 6.3634233 -6.3525577]],0,0
[[-0.9652173   0.78338283]],1,[[ 6.704144 -6.680091]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0
[[ 0.70867825 -0.3614102 ]],0,[[-4.978187   5.2767606]],0,0
[[ 0.87638897 -0.19716999]],1,[[-4.900312   5.6390424]],0,0
[[0.91468084 0.00230749]],1,[[-4.157624  5.236475]],0,0
[[0.9071605  0.23920399]],1,[[-3.067962   4.4884267]],0,0
[[0.7584842  0.50219685]],1,[[-1.3084047  2.9431252]],0,0
[[0.02498469 0.7267312 ]],1,[[ 2.5706055 -1.4661298]],0,0
[[-0.6354877   0.82068795]],1,[[ 5.579086 -5.112166]],0,0
[[-0.8302234  0.7183381]],0,[[ 5.884086 -5.797539]],0,0
[[-0.9133933   0.75069046]],1,[[ 6.3547673 -6.318146 ]],0,0
[[-0.9353744   0.76556516]],1,[[ 6.5074673 -6.4746857]],0,0
[[-0.9458685  0.7797615]],1,[[ 6.612121 -6.570676]],0,0
[[-0.92329806  0.7121833 ]],0,[[ 6.2212453 -6.2532353]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0
[[ 0.63339484 -0.2709119 ]],0,[[-4.278186  4.622124]],0,0
[[ 0.7323164  -0.32406816]],0,[[-4.903692   5.2853007]],0,0
[[ 0.7751226 -0.3448363]],0,[[-5.164368   5.5655828]],0,0
[[ 0.7950711  -0.35321367]],0,[[-5.2800264  5.6923018]],0,0
[[ 0.80474293 -0.3568644 ]],0,[[-5.3342624  5.752509 ]],0,0
[[ 0.80963725 -0.35856023]],0,[[-5.3610296  5.782522 ]],0,0
[[ 0.8122373  -0.35940343]],0,[[-5.3749914  5.7982936]],0,0
[[ 0.8136848  -0.35984766]],0,[[-5.382652   5.8069983]],0,0
[[ 0.9609361  -0.19858028]],1,[[-5.2379127  6.073963 ]],0,0
[[0.9663796  0.03175096]],1,[[-4.22843   5.411624]],0,0
[[ 0.88324946 -0.44251275]],0,[[-6.0251884  6.4090343]],0,0
[[ 0.95314085 -0.20943534]],1,[[-5.255948   6.0667744]],0,0
[[ 0.8465986  -0.41433567]],0,[[-5.7554736  6.1379113]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[0.7590446  0.08427968]],1,[[-3.1809251  4.198054 ]],0,0
[[0.7659506 0.2885494]],1,[[-2.2938077  3.6212451]],0,0
[[0.5089415 0.5259726]],1,[[-0.22419292  1.6006866 ]],0,0
[[-0.23045298  0.7162885 ]],1,[[ 3.5247767 -2.7360806]],0,0
[[-0.70820266  0.78046906]],1,[[ 5.6840186 -5.3620915]],0,0
[[-0.8601569   0.79904044]],1,[[ 6.362549  -6.1918077]],0,0
[[-0.9126536   0.81280565]],1,[[ 6.6298556 -6.5004745]],0,0
[[-0.9342429  0.8258355]],1,[[ 6.7727647 -6.649491 ]],0,0
[[-0.92231977  0.7621936 ]],0,[[ 6.4412255 -6.3980823]],0,0
[[-0.96207625  0.8022041 ]],1,[[ 6.7760673 -6.7204785]],0,0
[[-0.93096364  0.738861  ]],0,[[ 6.3706737 -6.3722115]],0,0
[[-0.9320371   0.69837254]],0,[[ 6.1936803 -6.2563767]],0,0
[[-0.9760591  0.7419906]],1,[[ 6.561382 -6.61131 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[ 0.7555594  -0.36044872]],0,[[-5.157583   5.5126996]],0,0
[[ 0.76615924 -0.3371709 ]],0,[[-5.094941   5.4969563]],0,0
[[ 0.9319512  -0.19411123]],1,[[-5.1043377  5.9129205]],0,0
[[ 0.8354075  -0.40955403]],0,[[-5.6902227  6.0665765]],0,0
[[ 0.94770944 -0.21486829]],1,[[-5.25898   6.055383]],0,0
[[ 0.84178424 -0.41135454]],0,[[-5.723267   6.1044545]],0,0
[[ 0.8008222  -0.34886366]],0,[[-5.2830935  5.708566 ]],0,0
[[ 0.95935    -0.19694237]],1,[[-5.2243676  6.060976 ]],0,0
[[0.9640551 0.0330196]],1,[[-4.213644   5.3959823]],0,0
[[ 0.8808025 -0.4417155]],0,[[-6.012032  6.394181]],0,0
[[ 0.9514664  -0.20960282]],1,[[-5.2501364  6.0587463]],0,0
[[0.960356   0.01535596]],1,[[-4.2782006  5.430058 ]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[ 0.32117394 -0.24058706]],0,[[-2.9190662  2.9407725]],0,0
[[ 0.547307  -0.2411823]],0,[[-3.8078089  4.0945106]],0,0
[[ 0.82510406 -0.15699235]],1,[[-4.5195484  5.257418 ]],0,0
[[0.886495   0.02926981]],1,[[-3.9265144  5.0121136]],0,0
[[ 0.8176957 -0.4141428]],0,[[-5.641357   5.9900975]],0,0
[[ 0.7730358  -0.33594194]],0,[[-5.1163864  5.528305 ]],0,0
[[ 0.9412927  -0.19435953]],1,[[-5.1420527  5.9612513]],0,0
[[0.94886607 0.02922901]],1,[[-4.1710916  5.329963 ]],0,0
[[0.93337876 0.28070682]],1,[[-2.9849555  4.497645 ]],0,0
[[0.7582521  0.54905206]],1,[[-1.0978017  2.8015656]],0,0
[[ 0.13678199 -0.14883903]],0,[[-1.7859416  1.7265773]],0,0
[[ 0.40693173 -0.18141681]],0,[[-2.9902918  3.2003622]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[ 0.6567246  -0.29956844]],0,[[-4.497849  4.826824]],0,0
[[ 0.72917616 -0.32051405]],0,[[-4.8754816  5.258656 ]],0,0
[[ 0.90918016 -0.18616804]],1,[[-4.979563  5.773124]],0,0
[[0.92929274 0.02635366]],1,[[-4.1072636  5.238868 ]],0,0
[[0.9136426  0.27141464]],1,[[-2.949207   4.4249454]],0,0
[[0.7302851  0.53644705]],1,[[-1.0446281  2.696862 ]],0,0
[[ 0.11320723 -0.14856583]],0,[[-1.6923437  1.6056657]],0,0
[[ 0.56762385 -0.0941321 ]],1,[[-3.229318   3.7574477]],0,0
[[0.76561016 0.02472472]],1,[[-3.4731808  4.4099255]],0,0
[[ 0.7370904  -0.36696428]],0,[[-5.1143737  5.4381366]],0,0
[[ 0.7490005  -0.32798362]],0,[[-4.98659    5.3820224]],0,0
[[ 0.92413604 -0.19174854]],1,[[-5.063141  5.86603 ]],0,0
[[ 0.8316953  -0.40740424]],0,[[-5.666056   6.0412254]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.5952175 -0.0485203]],1,[[-3.133312   3.7613618]],0,0
[[ 0.6567246  -0.29956844]],0,[[-4.497849  4.826824]],0,0
[[ 0.72917616 -0.32051405]],0,[[-4.8754816  5.258656 ]],0,0
[[ 0.90918016 -0.18616804]],1,[[-4.979563  5.773124]],0,0
[[ 0.825067 -0.403483]],0,[[-5.6225348  5.995712 ]],0,0
[[ 0.79244167 -0.34621707]],0,[[-5.238411  5.657945]],0,0
[[ 0.9518004  -0.19680795]],1,[[-5.194184   6.0221143]],0,0
[[ 0.8456229  -0.41545427]],0,[[-5.756656  6.136292]],0,0
[[ 0.9541509  -0.21611083]],1,[[-5.289781   6.0919194]],0,0
[[0.9616771  0.01009185]],1,[[-4.306936   5.4525595]],0,0
[[0.95370704 0.26293406]],1,[[-3.144149  4.654447]],0,0
[[0.8289017 0.5348648]],1,[[-1.438128  3.20397 ]],0,0
[[0.04323876 0.7573108 ]],1,[[ 2.6359334 -1.464757 ]],0,0
[[-0.58379674  0.4484279 ]],0,[[ 3.7105477 -3.7335587]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[ 0.32117394 -0.24058706]],0,[[-2.9190662  2.9407725]],0,0
[[ 0.547307  -0.2411823]],0,[[-3.8078089  4.0945106]],0,0
[[ 0.82510406 -0.15699235]],1,[[-4.5195484  5.257418 ]],0,0
[[ 0.78733826 -0.37944806]],0,[[-5.367134   5.7315073]],0,0
[[ 0.92193574 -0.20442763]],1,[[-5.111263  5.892808]],0,0
[[0.93832684 0.01091367]],1,[[-4.2117624  5.331147 ]],0,0
[[ 0.85701454 -0.43271208]],0,[[-5.878528  6.246027]],0,0
[[ 0.9404075  -0.21209759]],1,[[-5.2179685  6.0098853]],0,0
[[0.95143425 0.00880242]],1,[[-4.272571   5.4042435]],0,0
[[0.94012386 0.25825563]],1,[[-3.1118624  4.5992684]],0,0
[[ 0.8184163 -0.4003747]],0,[[-5.582564   5.9525194]],0,0
[[ 0.91082025 -0.18822555]],1,[[-4.995198  5.787643]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.6242228  -0.26870605]],0,[[-4.232374  4.568792]],0,0
[[ 0.85575527 -0.15944634]],1,[[-4.650635  5.420912]],0,0
[[0.9005834  0.03668841]],1,[[-3.9485176  5.061656 ]],0,0
[[ 0.8272445  -0.41926777]],0,[[-5.7017093  6.0540953]],0,0
[[ 0.7755335  -0.33658218]],0,[[-5.1290383  5.542947 ]],0,0
[[ 0.94329464 -0.19441448]],1,[[-5.150143  5.971614]],0,0
[[0.9502657  0.02989773]],1,[[-4.1735835  5.3350897]],0,0
[[0.93493295 0.28189504]],1,[[-2.9857278  4.5020022]],0,0
[[0.7603545 0.5504749]],1,[[-1.0996726  2.808013 ]],0,0
[[-0.0729229  0.7641494]],1,[[ 3.1217058 -2.07699  ]],0,0
[[-0.63268596  0.50215924]],0,[[ 4.1425815 -4.143586 ]],0,0
[[-0.78381133  0.39371318]],0,[[ 4.2494164 -4.588538 ]],0,0
[[-0.86113185  0.42132196]],1,[[ 4.6759477 -5.0651355]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[0.32383516 0.5073382 ]],1,[[0.41773146 0.71355623]],0,0
[[-0.25741166  0.029427  ]],0,[[ 0.5564675 -0.8155852]],0,0
[[0.10573626 0.04941566]],1,[[-0.7770335   0.97445774]],0,0
[[0.3964983  0.10436167]],1,[[-1.6704516  2.2910244]],0,0
[[0.52247435 0.21809505]],1,[[-1.6550791  2.5920217]],0,0
[[ 0.36865333 -0.22745158]],0,[[-3.0463235  3.143286 ]],0,0
[[ 0.7266025  -0.14470993]],1,[[-4.0786123  4.7188387]],0,0
[[0.84435683 0.01121756]],1,[[-3.8421907  4.85154  ]],0,0
[[0.8571849  0.22741881]],1,[[-2.9248803  4.269152 ]],0,0
[[0.706614   0.47926843]],1,[[-1.2077696  2.7475843]],0,0
[[0.0202661 0.7020233]],1,[[ 2.4785185 -1.4161425]],0,0
[[-0.5731548   0.38221028]],0,[[ 3.3725016 -3.4809604]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[ 0.46079347 -0.2005906 ]],0,[[-3.2871528  3.5321863]],0,0
[[ 0.63339484 -0.2709119 ]],0,[[-4.278186  4.622124]],0,0
[[ 0.7323164  -0.32406816]],0,[[-4.903692   5.2853007]],0,0
[[ 0.7751226 -0.3448363]],0,[[-5.164368   5.5655828]],0,0
[[ 0.9329575  -0.19571665]],1,[[-5.1154656  5.9228563]],0,0
[[ 0.8358171 -0.4096439]],0,[[-5.69223   6.068932]],0,0
[[ 0.94811684 -0.2149166 ]],1,[[-5.2607923  6.0576034]],0,0
[[ 0.84199935 -0.41147313]],0,[[-5.7246413  6.105906 ]],0,0
[[ 0.95419806 -0.21562876]],1,[[-5.2878084  6.0907154]],0,0
[[ 0.84533477 -0.41324928]],0,[[-5.7456594  6.128218 ]],0,0
[[ 0.80225897 -0.34917995]],0,[[-5.2901387  5.7168326]],0,0
[[ 0.816351   -0.36128432]],0,[[-5.399528  5.824884]],0,0
[[ 0.96166795 -0.19835767]],1,[[-5.2397842  6.077024 ]],0,0
[[0.96739566 0.03223516]],1,[[-4.2302446  5.415349 ]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[0.32383516 0.5073382 ]],1,[[0.41773146 0.71355623]],0,0
[[-0.31492218  0.66723937]],1,[[ 3.6362484 -3.0194285]],0,0
[[-0.7200773  0.7234005]],1,[[ 5.475147  -5.2516055]],0,0
[[-0.8461036   0.62241685]],0,[[ 5.5170307 -5.591057 ]],0,0
[[-0.8897411   0.55928546]],0,[[ 5.4054847 -5.624212 ]],0,0
[[-0.9031833  0.5093722]],0,[[ 5.234777 -5.543149]],0,0
[[-0.90628344  0.46529022]],0,[[ 5.049643  -5.4268727]],0,0
[[-0.967529   0.5059753]],1,[[ 5.471707  -5.8607583]],0,0
[[-0.90696067  0.4386987 ]],0,[[ 4.93329   -5.3506546]],0,0
[[-0.9030977   0.39931223]],0,[[ 4.741885  -5.2129745]],0,0
[[-0.97130793  0.43831977]],1,[[ 5.1837325 -5.677314 ]],0,0
[[-0.90096235  0.3748871 ]],0,[[ 4.624207 -5.12892 ]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0
[[0.84114134 0.28440335]],1,[[-2.6069896  4.016699 ]],0,0
[[0.602947 0.536502]],1,[[-0.54542094  2.0480185 ]],0,0
[[-0.18322375  0.7379693 ]],1,[[ 3.436743  -2.5604434]],0,0
[[-0.70047027  0.8054984 ]],1,[[ 5.765735  -5.3976893]],0,0
[[-0.84833854  0.70992774]],0,[[ 5.9174294 -5.864623 ]],0,0
[[-0.8974808  0.648254 ]],0,[[ 5.833977  -5.9301877]],0,0
[[-0.9126914  0.5980572]],0,[[ 5.6689305 -5.8572836]],0,0
[[-0.91650516  0.5524569 ]],0,[[ 5.479797  -5.7400937]],0,0
[[-0.97118    0.5951234]],1,[[ 5.8849816 -6.1464434]],0,0
[[-0.91774774  0.52532303]],0,[[ 5.363232 -5.665131]],0,0
[[-0.9140893  0.4826407]],0,[[ 5.1578784 -5.5186186]],0,1
[[0.37828708 0.03854631]],1,[[-1.8936396  2.3954358]],1,0
[[0.5871993  0.13628563]],1,[[-2.2748225  3.1668396]],0,0
[[0.6049225 0.3037602]],1,[[-1.5947621  2.7553728]],0,0
[[0.32383516 0.5073382 ]],1,[[0.41773146 0.71355623]],0,0
[[-0.25741166  0.029427  ]],0,[[ 0.5564675 -0.8155852]],0,0
[[0.10573626 0.04941566]],1,[[-0.7770335   0.97445774]],0,0
[[0.3964983  0.10436167]],1,[[-1.6704516  2.2910244]],0,0
[[0.52247435 0.21809505]],1,[[-1.6550791  2.5920217]],0,0
[[0.43013352 0.38633007]],1,[[-0.5403411  1.6175942]],0,0
[[-0.0111099  0.5606547]],1,[[ 1.9687884 -1.1524384]],0,0
[[-0.5469404   0.66042393]],1,[[ 4.514886  -4.1809444]],0,0
[[-0.7958295  0.6923301]],1,[[ 5.6329226 -5.544412 ]],0,0
[[-0.86663455  0.6013864 ]],0,[[ 5.5033603 -5.6326375]],0,0
[[-0.8961914  0.5439404]],0,[[ 5.362085 -5.611097]],0,0
[[-0.9051204   0.49638823]],0,[[ 5.18426  -5.514117]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[ 0.7555594  -0.36044872]],0,[[-5.157583   5.5126996]],0,0
[[ 0.9055689  -0.19570011]],1,[[-5.0080724  5.7832856]],0,0
[[0.9287251  0.01438873]],1,[[-4.158587   5.2718234]],0,0
[[ 0.84959745 -0.42938277]],0,[[-5.834565   6.1982684]],0,0
[[ 0.7840748  -0.33946624]],0,[[-5.1754136  5.595098 ]],0,0
[[ 0.8099969  -0.35921767]],0,[[-5.3653812  5.786324 ]],0,0
[[ 0.81063473 -0.35886058]],0,[[-5.3662825  5.788503 ]],0,0
[[ 0.812935   -0.35960132]],0,[[-5.378611  5.80244 ]],0,0
[[ 0.96012056 -0.19859251]],1,[[-5.2347717  6.069845 ]],0,0
[[ 0.85057575 -0.41785648]],0,[[-5.786814  6.16872 ]],0,0
[[ 0.95806956 -0.2163927 ]],1,[[-5.3063974  6.112726 ]],0,0
[[ 0.8477249  -0.41436693]],0,[[-5.760027  6.143742]],0,1
[[ 0.19097394 -0.09505924]],0,[[-1.7576039  1.8415155]],1,0
[[ 0.433297   -0.18470673]],0,[[-3.108325   3.3445272]],0,0
[[ 0.75892013 -0.11186267]],1,[[-4.058243   4.7850595]],0,0
[[0.8505411  0.05812643]],1,[[-3.6564896  4.7425056]],0,0
[[0.84114134 0.28440335]],1,[[-2.6069896  4.016699 ]],0,0
